,,VENTAS DIARIAS ,,,,,,,,INTERACCIONES POR REDES ,,,,,,,,,,
FECHA,CANT/MONTO,WHATSAPP ,INSTAGRAM,FACEBOOK ,SHOWROOM ,WEB ,TIENDA,TOTAL ,,,,WHATSAPP,INTAGRAM ,FACEBOOK ,,,,WHATSAPP,INTAGRAM ,FACEBOOK 
2026-06-17 00:00:00,CANTIDAD ,2.0,0.0,0.0,0.0,0.0,3.0,5,,46182,CANT. CONTACTOS ,7.0,2.0,0.0,,46197,CANT. CONTACTOS ,37.0,4.0,0.0
,MONTO ,233.6,0.0,0.0,0.0,0.0,629.8,863.4,,,CANT. VENTAS ,1.0,0.0,0.0,,,CANT. VENTAS ,0.0,0.0,0.0
2026-06-18 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,0.0,6.0,6,,,TASA DE VENTA ,,0.0,0.0,,,TASA DE VENTA ,0.0,0.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,0.0,1961.0,1961,,,MONTO TOTAL,274.0,0.0,0.0,,,MONTO TOTAL,0.0,0.0,0.0
2026-06-19 00:00:00,CANTIDAD ,0.0,0.0,0.0,2.0,0.0,8.0,10,,46183,CANT. CONTACTOS ,5.0,3.0,0.0,,46198,CANT. CONTACTOS ,24.0,1.0,0.0
,MONTO ,0.0,0.0,0.0,396.6,0.0,2229.8,2626.4,,,CANT. VENTAS ,0.0,0.0,0.0,,,CANT. VENTAS ,2.0,0.0,0.0
2026-06-20 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,2.0,8.0,10,,,TASA DE VENTA ,0.0,0.0,0.0,,,TASA DE VENTA ,,0.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,334.5,2250.5,2585,,,MONTO TOTAL,0.0,0.0,0.0,,,MONTO TOTAL,290.2,0.0,0.0
2026-06-21 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,0.0,3.0,3,,46184,CANT. CONTACTOS ,8.0,2.0,0.0,,46199,CANT. CONTACTOS ,31.0,0.0,1.0
,MONTO ,0.0,0.0,0.0,0.0,0.0,566.9,566.9,,,CANT. VENTAS ,0.0,0.0,0.0,,,CANT. VENTAS ,0.0,0.0,0.0
2026-06-22 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,1.0,2.0,3,,,TASA DE VENTA ,0.0,0.0,0.0,,,TASA DE VENTA ,0.0,0.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,74.9,938.8,1013.7,,,MONTO TOTAL,0.0,0.0,0.0,,,MONTO TOTAL,0.0,0.0,0.0
2026-06-23 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,2.0,4.0,6,,46185,CANT. CONTACTOS ,12.0,0.0,0.0,,46200,CANT. CONTACTOS ,19.0,0.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,318.2,1435.8,1754,,,CANT. VENTAS ,0.0,0.0,0.0,,,CANT. VENTAS ,0.0,0.0,0.0
2026-06-24 00:00:00,CANTIDAD ,0.0,0.0,0.0,1.0,1.0,3.0,5,,,TASA DE VENTA ,0.0,0.0,0.0,,,TASA DE VENTA ,0.0,0.0,0.0
